Kind,Name,CountClassCoupled,CountDeclMethod,PercentLackOfCohesion
Static Class,org.apache.xerces.impl.xpath.regex.Token.ConcatToken,1,4,25
Static Class,org.apache.xerces.impl.xpath.regex.Token.ConditionToken,2,4,31
Static Class,org.apache.xerces.impl.xpath.regex.Token.FixedStringContainer,1,1,100
Static Class,org.apache.xerces.impl.xpath.regex.Token.ModifierToken,2,6,50
Static Class,org.apache.xerces.impl.xpath.regex.Token.ParenToken,1,5,40
Static Class,org.apache.xerces.impl.xpath.regex.Token.StringToken,2,4,25
Static Class,org.apache.xerces.impl.xpath.regex.Token.UnionToken,5,5,19
Static Class,org.apache.xerces.impl.xs.XMLSchemaLoader.LocationArray,3,5,9
Static Class,org.apache.xerces.impl.xs.XMLSchemaValidator.OrderedHashtable,6,10,30
Static Class,org.apache.xerces.util.XMLAttributesImpl.Attribute,2,0,0
Static Class,sax.helpers.AttributesImpl.ListNode,1,2,41
Static Class,socket.DelayedInput.DelayedInputStream,8,3,66
Static Class,ui.DOMTree.Model,10,11,59
